@relation R_data_frame

@attribute heat numeric
@attribute Attribute2 {nominal3,nominal4}
@attribute Attribute3 {nominal10,nominal11,nominal12,nominal13,nominal14,nominal15,nominal16,nominal17,nominal18,nominal19,nominal20,nominal5,nominal6,nominal7,nominal8,nominal9}
@attribute Attribute4 {nominal21,nominal22,nominal23,nominal24}
@attribute Attribute5 numeric
@attribute Attribute6 numeric
@attribute Attribute7 numeric
@attribute Attribute8 numeric
@attribute Attribute9 numeric
@attribute Attribute10 numeric
@attribute Attribute11 numeric
@attribute Attribute12 numeric

@data
11.15,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,16,1000
12.05,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,17,1000
12.98,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,18,1000
-0.09,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,0,2000
0.53,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,1,2000
1.2,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,2,2000
1.9,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,3,2000
2.65,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,4,2000
3.45,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,5,2000
4.28,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,6,2000
5.16,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,7,2000
6.09,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,8,2000
7.05,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,9,2000
8.06,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,10,2000
9.11,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,11,2000
10.2,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,12,2000
11.34,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,13,2000
12.52,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,14,2000
13.74,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,15,2000
15.01,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,16,2000
16.32,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,17,2000
17.67,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,18,2000
0.63,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,0,2500
1.3,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,1,2500
2.03,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,2,2500
2.81,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,3,2500
3.64,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,4,2500
4.53,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,5,2500
5.47,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,6,2500
6.46,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,7,2500
7.51,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,8,2500
8.6,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,9,2500
9.75,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,10,2500
10.96,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,11,2500
12.21,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,12,2500
13.52,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,13,2500
14.89,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,14,2500
16.3,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,15,2500
17.77,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,16,2500
19.29,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,17,2500
20.87,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,18,2500
1.64,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,0,3000
2.39,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,1,3000
3.2,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,2,3000
4.08,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,3,3000
5.01,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,4,3000
6.01,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,5,3000
7.07,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,6,3000
8.2,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,7,3000
9.38,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,8,3000
10.63,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,9,3000
11.94,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,10,3000
13.31,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,11,3000
14.74,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,12,3000
16.23,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,13,3000
17.79,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,14,3000
19.41,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,15,3000
21.09,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,16,3000
22.83,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,17,3000
24.64,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,18,3000
2.93,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,0,3500
3.78,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,1,3500
4.71,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,2,3500
5.7,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,3,3500
6.76,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,4,3500
7.9,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,5,3500
9.1,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,6,3500
10.37,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,7,3500
11.71,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,8,3500
13.13,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,9,3500
14.61,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,10,3500
16.16,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,11,3500
17.78,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,12,3500
19.47,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,13,3500
21.23,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,14,3500
23.06,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,15,3500
24.96,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,16,3500
26.93,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,17,3500
28.97,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,18,3500
4.5,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,0,4000
5.49,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,1,4000
6.55,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,2,4000
7.68,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,3,4000
8.89,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,4,4000
10.18,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,5,4000
11.55,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,6,4000
12.99,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,7,4000
14.5,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,8,4000
16.1,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,9,4000
17.77,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,10,4000
19.51,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,11,4000
21.34,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,12,4000
23.24,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,13,4000
25.21,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,14,4000
27.26,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,15,4000
29.39,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,16,4000
31.6,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,17,4000
33.88,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,18,4000
6.36,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,0,4500
7.5,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,1,4500
8.72,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,2,4500
10.02,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,3,4500
11.4,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,4,4500
12.87,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,5,4500
14.41,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,6,4500
16.04,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,7,4500
17.75,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,8,4500
19.54,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,9,4500
21.42,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,10,4500
23.37,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,11,4500
25.41,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,12,4500
27.53,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,13,4500
29.73,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,14,4500
32.01,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,15,4500
34.38,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,16,4500
36.82,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,17,4500
39.35,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,18,4500
8.51,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,0,5000
9.82,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,1,5000
11.23,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,2,5000
12.71,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,3,5000
14.29,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,4,5000
15.95,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,5,5000
17.7,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,6,5000
19.53,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,7,5000
21.45,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,8,5000
23.46,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,9,5000
25.55,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,10,5000
27.73,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,11,5000
30,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,12,5000
32.35,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,13,5000
34.78,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,14,5000
37.31,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,15,5000
39.92,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,16,5000
42.61,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,17,5000
45.4,nominal4,nominal19,nominal22,799,79,65.5,3,105,130,18,5000
-0.06,nominal4,nominal20,nominal22,1267,84,80,3,105,130,0,100
0.35,nominal4,nominal20,nominal22,1267,84,80,3,105,130,0.5,100
0.76,nominal4,nominal20,nominal22,1267,84,80,3,105,130,1,100
1.17,nominal4,nominal20,nominal22,1267,84,80,3,105,130,1.5,100
1.58,nominal4,nominal20,nominal22,1267,84,80,3,105,130,2,100
1.99,nominal4,nominal20,nominal22,1267,84,80,3,105,130,2.5,100
2.4,nominal4,nominal20,nominal22,1267,84,80,3,105,130,3,100
2.81,nominal4,nominal20,nominal22,1267,84,80,3,105,130,3.5,100
3.22,nominal4,nominal20,nominal22,1267,84,80,3,105,130,4,100
3.63,nominal4,nominal20,nominal22,1267,84,80,3,105,130,4.5,100
4.04,nominal4,nominal20,nominal22,1267,84,80,3,105,130,5,100
4.45,nominal4,nominal20,nominal22,1267,84,80,3,105,130,5.5,100
4.87,nominal4,nominal20,nominal22,1267,84,80,3,105,130,6,100
5.28,nominal4,nominal20,nominal22,1267,84,80,3,105,130,6.5,100
5.69,nominal4,nominal20,nominal22,1267,84,80,3,105,130,7,100
6.1,nominal4,nominal20,nominal22,1267,84,80,3,105,130,7.5,100
6.51,nominal4,nominal20,nominal22,1267,84,80,3,105,130,8,100
6.92,nominal4,nominal20,nominal22,1267,84,80,3,105,130,8.5,100
7.34,nominal4,nominal20,nominal22,1267,84,80,3,105,130,9,100
7.75,nominal4,nominal20,nominal22,1267,84,80,3,105,130,9.5,100
8.16,nominal4,nominal20,nominal22,1267,84,80,3,105,130,10,100
8.57,nominal4,nominal20,nominal22,1267,84,80,3,105,130,10.5,100
8.98,nominal4,nominal20,nominal22,1267,84,80,3,105,130,11,100
9.39,nominal4,nominal20,nominal22,1267,84,80,3,105,130,11.5,100
9.8,nominal4,nominal20,nominal22,1267,84,80,3,105,130,12,100
10.21,nominal4,nominal20,nominal22,1267,84,80,3,105,130,12.5,100
10.62,nominal4,nominal20,nominal22,1267,84,80,3,105,130,13,100
11.04,nominal4,nominal20,nominal22,1267,84,80,3,105,130,13.5,100
11.45,nominal4,nominal20,nominal22,1267,84,80,3,105,130,14,100
11.86,nominal4,nominal20,nominal22,1267,84,80,3,105,130,14.5,100
12.28,nominal4,nominal20,nominal22,1267,84,80,3,105,130,15,100
12.69,nominal4,nominal20,nominal22,1267,84,80,3,105,130,15.5,100
13.1,nominal4,nominal20,nominal22,1267,84,80,3,105,130,16,100
13.51,nominal4,nominal20,nominal22,1267,84,80,3,105,130,16.5,100
13.93,nominal4,nominal20,nominal22,1267,84,80,3,105,130,17,100
14.34,nominal4,nominal20,nominal22,1267,84,80,3,105,130,17.5,100
14.75,nominal4,nominal20,nominal22,1267,84,80,3,105,130,18,100
0.21,nominal4,nominal20,nominal22,1267,84,80,3,105,130,0,1000
0.63,nominal4,nominal20,nominal22,1267,84,80,3,105,130,0.5,1000
1.05,nominal4,nominal20,nominal22,1267,84,80,3,105,130,1,1000
1.48,nominal4,nominal20,nominal22,1267,84,80,3,105,130,1.5,1000
1.91,nominal4,nominal20,nominal22,1267,84,80,3,105,130,2,1000
2.34,nominal4,nominal20,nominal22,1267,84,80,3,105,130,2.5,1000
2.78,nominal4,nominal20,nominal22,1267,84,80,3,105,130,3,1000
3.21,nominal4,nominal20,nominal22,1267,84,80,3,105,130,3.5,1000
3.65,nominal4,nominal20,nominal22,1267,84,80,3,105,130,4,1000
4.09,nominal4,nominal20,nominal22,1267,84,80,3,105,130,4.5,1000
4.53,nominal4,nominal20,nominal22,1267,84,80,3,105,130,5,1000
4.98,nominal4,nominal20,nominal22,1267,84,80,3,105,130,5.5,1000
5.42,nominal4,nominal20,nominal22,1267,84,80,3,105,130,6,1000
5.87,nominal4,nominal20,nominal22,1267,84,80,3,105,130,6.5,1000
6.32,nominal4,nominal20,nominal22,1267,84,80,3,105,130,7,1000
6.77,nominal4,nominal20,nominal22,1267,84,80,3,105,130,7.5,1000
7.22,nominal4,nominal20,nominal22,1267,84,80,3,105,130,8,1000
7.68,nominal4,nominal20,nominal22,1267,84,80,3,105,130,8.5,1000
8.13,nominal4,nominal20,nominal22,1267,84,80,3,105,130,9,1000
8.59,nominal4,nominal20,nominal22,1267,84,80,3,105,130,9.5,1000
9.05,nominal4,nominal20,nominal22,1267,84,80,3,105,130,10,1000
9.51,nominal4,nominal20,nominal22,1267,84,80,3,105,130,10.5,1000
9.97,nominal4,nominal20,nominal22,1267,84,80,3,105,130,11,1000
10.44,nominal4,nominal20,nominal22,1267,84,80,3,105,130,11.5,1000
10.91,nominal4,nominal20,nominal22,1267,84,80,3,105,130,12,1000
11.38,nominal4,nominal20,nominal22,1267,84,80,3,105,130,12.5,1000
11.84,nominal4,nominal20,nominal22,1267,84,80,3,105,130,13,1000
12.32,nominal4,nominal20,nominal22,1267,84,80,3,105,130,13.5,1000
12.79,nominal4,nominal20,nominal22,1267,84,80,3,105,130,14,1000
13.26,nominal4,nominal20,nominal22,1267,84,80,3,105,130,14.5,1000
13.74,nominal4,nominal20,nominal22,1267,84,80,3,105,130,15,1000
14.22,nominal4,nominal20,nominal22,1267,84,80,3,105,130,15.5,1000
14.7,nominal4,nominal20,nominal22,1267,84,80,3,105,130,16,1000
15.18,nominal4,nominal20,nominal22,1267,84,80,3,105,130,16.5,1000
15.66,nominal4,nominal20,nominal22,1267,84,80,3,105,130,17,1000
16.15,nominal4,nominal20,nominal22,1267,84,80,3,105,130,17.5,1000
16.63,nominal4,nominal20,nominal22,1267,84,80,3,105,130,18,1000
0.7,nominal4,nominal20,nominal22,1267,84,80,3,105,130,0,1500
1.13,nominal4,nominal20,nominal22,1267,84,80,3,105,130,0.5,1500
1.57,nominal4,nominal20,nominal22,1267,84,80,3,105,130,1,1500
2.02,nominal4,nominal20,nominal22,1267,84,80,3,105,130,1.5,1500
2.47,nominal4,nominal20,nominal22,1267,84,80,3,105,130,2,1500
2.93,nominal4,nominal20,nominal22,1267,84,80,3,105,130,2.5,1500
3.39,nominal4,nominal20,nominal22,1267,84,80,3,105,130,3,1500
3.85,nominal4,nominal20,nominal22,1267,84,80,3,105,130,3.5,1500
4.31,nominal4,nominal20,nominal22,1267,84,80,3,105,130,4,1500
4.79,nominal4,nominal20,nominal22,1267,84,80,3,105,130,4.5,1500
5.27,nominal4,nominal20,nominal22,1267,84,80,3,105,130,5,1500
5.75,nominal4,nominal20,nominal22,1267,84,80,3,105,130,5.5,1500
6.23,nominal4,nominal20,nominal22,1267,84,80,3,105,130,6,1500
6.71,nominal4,nominal20,nominal22,1267,84,80,3,105,130,6.5,1500
7.2,nominal4,nominal20,nominal22,1267,84,80,3,105,130,7,1500
7.7,nominal4,nominal20,nominal22,1267,84,80,3,105,130,7.5,1500
8.2,nominal4,nominal20,nominal22,1267,84,80,3,105,130,8,1500
8.7,nominal4,nominal20,nominal22,1267,84,80,3,105,130,8.5,1500
9.21,nominal4,nominal20,nominal22,1267,84,80,3,105,130,9,1500
9.72,nominal4,nominal20,nominal22,1267,84,80,3,105,130,9.5,1500
10.23,nominal4,nominal20,nominal22,1267,84,80,3,105,130,10,1500
10.75,nominal4,nominal20,nominal22,1267,84,80,3,105,130,10.5,1500
11.27,nominal4,nominal20,nominal22,1267,84,80,3,105,130,11,1500
11.79,nominal4,nominal20,nominal22,1267,84,80,3,105,130,11.5,1500
12.32,nominal4,nominal20,nominal22,1267,84,80,3,105,130,12,1500
12.85,nominal4,nominal20,nominal22,1267,84,80,3,105,130,12.5,1500
13.38,nominal4,nominal20,nominal22,1267,84,80,3,105,130,13,1500
13.93,nominal4,nominal20,nominal22,1267,84,80,3,105,130,13.5,1500
14.47,nominal4,nominal20,nominal22,1267,84,80,3,105,130,14,1500
15.01,nominal4,nominal20,nominal22,1267,84,80,3,105,130,14.5,1500
15.56,nominal4,nominal20,nominal22,1267,84,80,3,105,130,15,1500
16.11,nominal4,nominal20,nominal22,1267,84,80,3,105,130,15.5,1500
16.66,nominal4,nominal20,nominal22,1267,84,80,3,105,130,16,1500
17.22,nominal4,nominal20,nominal22,1267,84,80,3,105,130,16.5,1500
17.78,nominal4,nominal20,nominal22,1267,84,80,3,105,130,17,1500
18.35,nominal4,nominal20,nominal22,1267,84,80,3,105,130,17.5,1500
18.91,nominal4,nominal20,nominal22,1267,84,80,3,105,130,18,1500
1.52,nominal4,nominal20,nominal22,1267,84,80,3,105,130,0,2000
1.98,nominal4,nominal20,nominal22,1267,84,80,3,105,130,0.5,2000
2.44,nominal4,nominal20,nominal22,1267,84,80,3,105,130,1,2000
2.91,nominal4,nominal20,nominal22,1267,84,80,3,105,130,1.5,2000
3.39,nominal4,nominal20,nominal22,1267,84,80,3,105,130,2,2000
3.88,nominal4,nominal20,nominal22,1267,84,80,3,105,130,2.5,2000
4.37,nominal4,nominal20,nominal22,1267,84,80,3,105,130,3,2000
4.87,nominal4,nominal20,nominal22,1267,84,80,3,105,130,3.5,2000
5.38,nominal4,nominal20,nominal22,1267,84,80,3,105,130,4,2000
5.89,nominal4,nominal20,nominal22,1267,84,80,3,105,130,4.5,2000
6.41,nominal4,nominal20,nominal22,1267,84,80,3,105,130,5,2000
6.94,nominal4,nominal20,nominal22,1267,84,80,3,105,130,5.5,2000
7.47,nominal4,nominal20,nominal22,1267,84,80,3,105,130,6,2000
8.01,nominal4,nominal20,nominal22,1267,84,80,3,105,130,6.5,2000
8.56,nominal4,nominal20,nominal22,1267,84,80,3,105,130,7,2000
9.11,nominal4,nominal20,nominal22,1267,84,80,3,105,130,7.5,2000
9.67,nominal4,nominal20,nominal22,1267,84,80,3,105,130,8,2000
10.23,nominal4,nominal20,nominal22,1267,84,80,3,105,130,8.5,2000
10.81,nominal4,nominal20,nominal22,1267,84,80,3,105,130,9,2000
11.38,nominal4,nominal20,nominal22,1267,84,80,3,105,130,9.5,2000
11.96,nominal4,nominal20,nominal22,1267,84,80,3,105,130,10,2000
12.56,nominal4,nominal20,nominal22,1267,84,80,3,105,130,10.5,2000
13.15,nominal4,nominal20,nominal22,1267,84,80,3,105,130,11,2000
13.75,nominal4,nominal20,nominal22,1267,84,80,3,105,130,11.5,2000
14.36,nominal4,nominal20,nominal22,1267,84,80,3,105,130,12,2000
14.97,nominal4,nominal20,nominal22,1267,84,80,3,105,130,12.5,2000
15.6,nominal4,nominal20,nominal22,1267,84,80,3,105,130,13,2000
16.22,nominal4,nominal20,nominal22,1267,84,80,3,105,130,13.5,2000
16.85,nominal4,nominal20,nominal22,1267,84,80,3,105,130,14,2000
17.48,nominal4,nominal20,nominal22,1267,84,80,3,105,130,14.5,2000
18.13,nominal4,nominal20,nominal22,1267,84,80,3,105,130,15,2000
18.78,nominal4,nominal20,nominal22,1267,84,80,3,105,130,15.5,2000
19.43,nominal4,nominal20,nominal22,1267,84,80,3,105,130,16,2000
20.09,nominal4,nominal20,nominal22,1267,84,80,3,105,130,16.5,2000
20.75,nominal4,nominal20,nominal22,1267,84,80,3,105,130,17,2000
21.42,nominal4,nominal20,nominal22,1267,84,80,3,105,130,17.5,2000
22.09,nominal4,nominal20,nominal22,1267,84,80,3,105,130,18,2000
2.75,nominal4,nominal20,nominal22,1267,84,80,3,105,130,0,2500
3.22,nominal4,nominal20,nominal22,1267,84,80,3,105,130,0.5,2500
3.71,nominal4,nominal20,nominal22,1267,84,80,3,105,130,1,2500
4.21,nominal4,nominal20,nominal22,1267,84,80,3,105,130,1.5,2500
4.73,nominal4,nominal20,nominal22,1267,84,80,3,105,130,2,2500
5.25,nominal4,nominal20,nominal22,1267,84,80,3,105,130,2.5,2500
5.78,nominal4,nominal20,nominal22,1267,84,80,3,105,130,3,2500
6.33,nominal4,nominal20,nominal22,1267,84,80,3,105,130,3.5,2500
6.88,nominal4,nominal20,nominal22,1267,84,80,3,105,130,4,2500
7.44,nominal4,nominal20,nominal22,1267,84,80,3,105,130,4.5,2500
8.02,nominal4,nominal20,nominal22,1267,84,80,3,105,130,5,2500
8.61,nominal4,nominal20,nominal22,1267,84,80,3,105,130,5.5,2500
9.2,nominal4,nominal20,nominal22,1267,84,80,3,105,130,6,2500
9.81,nominal4,nominal20,nominal22,1267,84,80,3,105,130,6.5,2500
10.42,nominal4,nominal20,nominal22,1267,84,80,3,105,130,7,2500
11.05,nominal4,nominal20,nominal22,1267,84,80,3,105,130,7.5,2500
11.68,nominal4,nominal20,nominal22,1267,84,80,3,105,130,8,2500
12.32,nominal4,nominal20,nominal22,1267,84,80,3,105,130,8.5,2500
12.97,nominal4,nominal20,nominal22,1267,84,80,3,105,130,9,2500
13.63,nominal4,nominal20,nominal22,1267,84,80,3,105,130,9.5,2500
14.31,nominal4,nominal20,nominal22,1267,84,80,3,105,130,10,2500
14.99,nominal4,nominal20,nominal22,1267,84,80,3,105,130,10.5,2500
15.67,nominal4,nominal20,nominal22,1267,84,80,3,105,130,11,2500
16.37,nominal4,nominal20,nominal22,1267,84,80,3,105,130,11.5,2500
17.07,nominal4,nominal20,nominal22,1267,84,80,3,105,130,12,2500
17.79,nominal4,nominal20,nominal22,1267,84,80,3,105,130,12.5,2500
18.51,nominal4,nominal20,nominal22,1267,84,80,3,105,130,13,2500
19.24,nominal4,nominal20,nominal22,1267,84,80,3,105,130,13.5,2500
19.98,nominal4,nominal20,nominal22,1267,84,80,3,105,130,14,2500
20.73,nominal4,nominal20,nominal22,1267,84,80,3,105,130,14.5,2500
21.49,nominal4,nominal20,nominal22,1267,84,80,3,105,130,15,2500
22.26,nominal4,nominal20,nominal22,1267,84,80,3,105,130,15.5,2500
23.03,nominal4,nominal20,nominal22,1267,84,80,3,105,130,16,2500
23.81,nominal4,nominal20,nominal22,1267,84,80,3,105,130,16.5,2500
24.61,nominal4,nominal20,nominal22,1267,84,80,3,105,130,17,2500
25.4,nominal4,nominal20,nominal22,1267,84,80,3,105,130,17.5,2500
26.21,nominal4,nominal20,nominal22,1267,84,80,3,105,130,18,2500
4.42,nominal4,nominal20,nominal22,1267,84,80,3,105,130,0,3000
4.92,nominal4,nominal20,nominal22,1267,84,80,3,105,130,0.5,3000
5.44,nominal4,nominal20,nominal22,1267,84,80,3,105,130,1,3000
5.98,nominal4,nominal20,nominal22,1267,84,80,3,105,130,1.5,3000
6.53,nominal4,nominal20,nominal22,1267,84,80,3,105,130,2,3000
7.1,nominal4,nominal20,nominal22,1267,84,80,3,105,130,2.5,3000
7.68,nominal4,nominal20,nominal22,1267,84,80,3,105,130,3,3000
8.28,nominal4,nominal20,nominal22,1267,84,80,3,105,130,3.5,3000
8.89,nominal4,nominal20,nominal22,1267,84,80,3,105,130,4,3000
9.51,nominal4,nominal20,nominal22,1267,84,80,3,105,130,4.5,3000
10.16,nominal4,nominal20,nominal22,1267,84,80,3,105,130,5,3000
10.81,nominal4,nominal20,nominal22,1267,84,80,3,105,130,5.5,3000
11.48,nominal4,nominal20,nominal22,1267,84,80,3,105,130,6,3000
12.16,nominal4,nominal20,nominal22,1267,84,80,3,105,130,6.5,3000
12.85,nominal4,nominal20,nominal22,1267,84,80,3,105,130,7,3000
13.56,nominal4,nominal20,nominal22,1267,84,80,3,105,130,7.5,3000
14.28,nominal4,nominal20,nominal22,1267,84,80,3,105,130,8,3000
15.01,nominal4,nominal20,nominal22,1267,84,80,3,105,130,8.5,3000
15.76,nominal4,nominal20,nominal22,1267,84,80,3,105,130,9,3000
16.52,nominal4,nominal20,nominal22,1267,84,80,3,105,130,9.5,3000
17.29,nominal4,nominal20,nominal22,1267,84,80,3,105,130,10,3000
18.08,nominal4,nominal20,nominal22,1267,84,80,3,105,130,10.5,3000
18.87,nominal4,nominal20,nominal22,1267,84,80,3,105,130,11,3000
19.68,nominal4,nominal20,nominal22,1267,84,80,3,105,130,11.5,3000
20.51,nominal4,nominal20,nominal22,1267,84,80,3,105,130,12,3000
21.34,nominal4,nominal20,nominal22,1267,84,80,3,105,130,12.5,3000
22.18,nominal4,nominal20,nominal22,1267,84,80,3,105,130,13,3000
23.05,nominal4,nominal20,nominal22,1267,84,80,3,105,130,13.5,3000
23.91,nominal4,nominal20,nominal22,1267,84,80,3,105,130,14,3000
24.79,nominal4,nominal20,nominal22,1267,84,80,3,105,130,14.5,3000
25.69,nominal4,nominal20,nominal22,1267,84,80,3,105,130,15,3000
26.6,nominal4,nominal20,nominal22,1267,84,80,3,105,130,15.5,3000
27.51,nominal4,nominal20,nominal22,1267,84,80,3,105,130,16,3000
28.44,nominal4,nominal20,nominal22,1267,84,80,3,105,130,16.5,3000
29.38,nominal4,nominal20,nominal22,1267,84,80,3,105,130,17,3000
30.34,nominal4,nominal20,nominal22,1267,84,80,3,105,130,17.5,3000
31.3,nominal4,nominal20,nominal22,1267,84,80,3,105,130,18,3000
6.59,nominal4,nominal20,nominal22,1267,84,80,3,105,130,0,3500
7.13,nominal4,nominal20,nominal22,1267,84,80,3,105,130,0.5,3500
7.68,nominal4,nominal20,nominal22,1267,84,80,3,105,130,1,3500
8.26,nominal4,nominal20,nominal22,1267,84,80,3,105,130,1.5,3500
